[2026-05-14 07:00:01.736] [37016433] [INFO] [L3701643301T20260514070001736R18324] [数据交互|收到MTC前端服务数据] |MTC入口交易请求: {"filename":"LS_MTC_ENTRY_REQ_3701643301_20260514070001480.json","bizContent":"{\"axleCount\":2,\"axleInfo\":\"\",\"axleType\":\"\",\"certNo\":\"\",\"costTime\":0,\"cpcMFEF01\":\"c9bdb6ab370100013701017200654013012025121720351217ffffffffff\",\"cpcMFEF02\":\"64000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000\",\"identifyVehicleId\":\"\",\"laneType\":1,\"limitWeight\":0,\"mediaNo\":\"3701017200654013\",\"mediaType\":2,\"msgId\":\"37016433012026051407002611\",\"noCPCTransFlag\":0,\"openId\":\"\",\"orderId\":\"\",\"picId\":\"\",\"plateColor\":0,\"plateNum\":\"鲁BC79Y9\",\"shiftNo\":4,\"spare1\":\"\",\"spare2\":\"\",\"spare3\":\"\",\"spare4\":1,\"spare5\":\"\",\"specialSwitch\":\"\",\"specialType\":\"\",\"specialValue\":\"\",\"station\":0,\"tollLaneHex\":\"3701643301\",\"totalWeight\":0,\"userId\":\"500302051\",\"vId\":\"3701643301202605140700011267\",\"vehicleClass\":0,\"vehicleType\":1,\"weightId\":\"\"}\n","sign":"cvicse","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T07:00:01"}
[2026-05-14 07:00:01.772] [37016433] [INFO] [L3701643301T20260514070001736R18324] [3701017200654013] [处理流程|有效性判断] |鲁BC79Y9**CPC卡电量: 100
[2026-05-14 07:00:01.772] [37016433] [INFO] [L3701643301T20260514070001736R18324] [3701017200654013] [处理流程|有效性判断] |卡发行方编号: 37
[2026-05-14 07:00:01.772] [37016433] [INFO] [L3701643301T20260514070001736R18324] [数据交互|发送名单服务数据] |CPC卡发行方校验: 查询参数获取全部发行方信息, 请求内容: {"filename":"ISSUER_LIST_REQ_3701643301_20260514070001772.json","auth":"cvicse","bizContent":"{\"netNo\":\"\",\"msgId\":\"37016433012026051407195075\"}","sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T07:00:01"}
[2026-05-14 07:00:01.777] [37016433] [INFO] [L3701643301T20260514070001736R18324] [数据交互|收到名单服务数据] |CPC卡发行方校验: 查询参数获取全部发行方信息, 数据量过大, 暂不打印
[2026-05-14 07:00:01.777] [37016433] [INFO] [L3701643301T20260514070001736R18324] [数据交互|发送名单服务数据] |名单校验, 查询参数获取全国名单查询结果, 请求内容: {"filename":"BASIC_LIST_QUERY_REQ_3701643301_20260514070001777.json","auth":"cvicse","bizContent":"{\"msgId\":\"37016433012026051407195076\",\"info\":[{\"vehicleId\":\"鲁BC79Y9_0\",\"queryType\":2},{\"vehicleId\":\"鲁BC79Y9_0\",\"queryType\":4},{\"vehicleId\":\"鲁BC79Y9_0\",\"queryType\":5},{\"vehicleId\":\"鲁BC79Y9_0\",\"queryType\":6},{\"laneType\":7,\"vehicleId\":\"鲁BC79Y9_0\",\"queryType\":7}]}","sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T07:00:01"}
[2026-05-14 07:00:01.780] [37016433] [INFO] [L3701643301T20260514070001736R18324] [数据交互|收到名单服务数据] |名单校验, 查询参数获取全国名单查询结果, 响应内容: {"filename":"BASIC_LIST_QUERY_RES_3701643301_20260514070001778.json","bizContent":"{\"receiveTime\":\"2026-05-14T07:00:01.778\",\"code\":\"1\",\"codeInfo\":\"无记录\",\"msgId\":\"37016433012026051407195076\",\"info\":[{\"queryType\":2,\"status\":0},{\"queryType\":4,\"status\":0},{\"queryType\":5,\"status\":0},{\"queryType\":6,\"status\":0},{\"queryType\":7,\"status\":0}]}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 07:00:01.780] [37016433] [INFO] [L3701643301T20260514070001736R18324] [数据交互|收到名单服务数据] |名单校验, 查询参数获取全国名单查询结果, 未查询到名单数据
[2026-05-14 07:00:01.780] [37016433] [INFO] [L3701643301T20260514070001736R18324] [3701017200654013] [处理流程|有效性判断] |鲁BC79Y9**名单校验开始
[2026-05-14 07:00:01.780] [37016433] [INFO] [L3701643301T20260514070001736R18324] [3701017200654013] [处理流程|有效性判断] |鲁BC79Y9**名单校验结束
[2026-05-14 07:00:01.781] [37016433] [INFO] [L3701643301T20260514070001736R18324] [3701017200654013] [处理流程|有效性判断] |车型库信息校验, 前台填写车型: 1, 前台填写轴数: 2
[2026-05-14 07:00:01.781] [37016433] [INFO] [L3701643301T20260514070001736R18324] [数据交互|发送名单服务数据] |车型库信息校验, 调用车型信息查询接口, 获取车型信息, 请求内容: {"laneType":3,"laneId":"01","vehiclePlate":"鲁BC79Y9_0","tollStationId":"G0015370050030","tollLaneId":"G00153700500301010010"}
[2026-05-14 07:00:01.898] [37016433] [INFO] [L3701643301T20260514070001736R18324] [数据交互|发送名单服务数据] |车型库信息校验, 调用车型信息查询接口, 获取车型信息, 响应内容: {"msg":"成功","code":200,"data":{"id":"1504377734568591360","vehicleType":1,"vehicleTypeConfidenceLevel":1,"vehicleClass":0,"vehicleClassConfidenceLevel":1,"vehicleTypeStatInfo":"1_12","vehicleClassStatInfo":"0_12","lastVehicleType":"1_12","lastVehicleClass":"0_12","hasEtc":0,"cpuCardId":"","obuMAC":"","etcVehicleType":1,"etcAxleCount":2,"etcVehicleSeat":7,"vaoVehicleType":1,"vaoAxleCount":2,"vaoVehicleSeat":7,"vaoLoadCapacity":0}}
[2026-05-14 07:00:01.898] [37016433] [INFO] [L3701643301T20260514070001736R18324] [3701017200654013] [处理流程|有效性判断] |车型库信息校验, 前台车型: 1, 车型库车型: 1
[2026-05-14 07:00:01.898] [37016433] [INFO] [L3701643301T20260514070001736R18324] [3701017200654013] [处理流程|有效性判断] |鲁BC79Y9_0校验完成---
[2026-05-14 07:00:01.898] [37016433] [INFO] [L3701643301T20260514070001736R18324] [3701017200654013] [处理流程|有效性判断] |入口交易请求--调用校验结束，校验响应结果: {"validFlag":true}
[2026-05-14 07:00:01.898] [37016433] [INFO] [L3701643301T20260514070001736R18324] [数据交互|发送名单服务数据] |节假日免费时段参数查询, 请求内容: {"filename":"FREE_TIME_LIST_REQ_3701643301_20260514070001898.json","auth":"cvicse","bizContent":"{\"msgId\":\"37016433012026051407195077\"}","sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T07:00:01"}
[2026-05-14 07:00:01.901] [37016433] [INFO] [L3701643301T20260514070001736R18324] [数据交互|收到名单服务数据] |节假日免费时段参数查询, 响应内容: {"filename":"FREE_TIME_LIST_RES_3701643301_20260514070001903.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"freeTime\":[{\"spare4\":\"81\",\"spare3\":\"1\",\"beginTime\":\"2026-02-15T00:00:00\",\"endTime\":\"2026-02-24T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"春节\"},{\"spare4\":\"82\",\"spare3\":\"1\",\"beginTime\":\"2026-04-04T00:00:00\",\"endTime\":\"2026-04-07T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"清明节\"},{\"spare4\":\"83\",\"spare3\":\"1\",\"beginTime\":\"2026-05-01T00:00:00\",\"endTime\":\"2026-05-06T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"劳动节\"},{\"spare4\":\"84\",\"spare3\":\"1\",\"beginTime\":\"2026-10-01T00:00:00\",\"endTime\":\"2026-10-08T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"国庆节\"}],\"receiveTime\":\"2026-05-14T07:00:01.903\",\"msgId\":\"37016433012026051407195077\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 07:00:01.902] [37016433] [INFO] [L3701643301T20260514070001736R18324] [3701017200654013] [数据交互|发送计费服务数据] |调用入口计费服务开始, 计费请求: {"filename":"BASIC_FEE_ENCALC_REQ_3701643301_20260514070001901.json","auth":"cvicse","bizContent":"{\"cPUNetID\":\"0\",\"cPUcardType\":0,\"curPassTime\":\"2026-05-14T07:00:01\",\"curTollGantry\":\"G001537005000910010\",\"enAxleCount\":2,\"enTollStationHex\":\"37016433\",\"enVehicleType\":1,\"issuerId\":\"0\",\"laneType\":1,\"mediaType\":2,\"msgId\":\"37016433012026051407195073\",\"obuPermittedTowWeight\":0,\"spare4\":\"01\",\"totalWeight\":0,\"vehicleClass\":0,\"vehicleId\":\"鲁BC79Y9_0\",\"vehicleSign\":255,\"vehicleUserType\":0}","sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T07:00:01"}
[2026-05-14 07:00:01.914] [37016433] [INFO] [L3701643301T20260514070001736R18324] [3701017200654013] [数据交互|收到计费服务数据] |调用入口计费服务结束，计费响应: {"statusCode":0,"errorMsg":"响应成功","sign":"NONE","bizContent":"{\"calCostTime\":1,\"code\":\"0\",\"codeInfo\":\"计费成功\",\"discountFee\":0,\"discountFeeGroup\":\"0\",\"feeCalcSpecials\":\"0\",\"feeGroup\":\"0\",\"feeInfo1\":\"G:G001537005000910010|T:2026-05-14T07:00:01|ES:37016433|ET:2026-05-14T07:00:01|LG:000000|LT:2026-05-14T07:00:01|TT:2|PH:C2B342433739593900000000|PC:0|VT:1|EVT:1|EAC:2|TW:0|VSF:255|BH:|PSL:0|RSL:0|VC:0|MV:20241216006|PV:20260509002|vc:0|vt:1|ac:2|ad:0|R:0,201,0=,0:1 ECODE:0x40000\",\"feeInfo2\":\"0\",\"feeInfo3\":\"3C730C\",\"feeLogMsg\":null,\"feeMileage\":0,\"feeProvSumLocal\":0,\"feeSpare1\":0,\"feeSpare2\":0,\"feeSpare3\":\"\",\"feeVehicleType\":1,\"fitProvFlag\":0,\"gantryPassHexFit\":\"\",\"gantryPassNumFit\":0,\"msgId\":\"37016433012026051407195073\",\"paramVersion\":\"3720260509002\",\"pathFitFlag\":0,\"payFee\":0,\"payFeeGroup\":\"0\",\"provMinFee\":\"\",\"rateVersion\":\"3720260509002|3720260509002\",\"realFee\":0,\"receiveTime\":\"2026-05-14T07:00:01\",\"spcRateVersion\":\"000000\",\"tollIntervalIDs\":\"G001537005000910\"}","filename":"BASIC_FEE_ENCALC_RES_3701643301_20260514070001912.json"}
[2026-05-14 07:00:01.916] [37016433] [INFO] [L3701643301T20260514070001736R18324] [3701017200654013] [处理流程|交易结果] |入口发卡--交易完成
[2026-05-14 07:00:01.916] [37016433] [INFO] [L3701643301T20260514070001736R18324] [数据交互|发送MTC前端服务数据] |MTC入口交易响应: {"sign":"cvicse","bizContent":"{\"cpcEF04\":\"37010000000000000000006A0502713C730C6A05027100FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF\",\"cpcEF02\":\"01010000000000000000006A0502713C730C6A050271000000000000013C730CFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF\",\"cpcEF01\":\"01C2B3424337395939000000000037016433016A050271010100E300D2040200000000004650FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF\",\"code\":0,\"cpcCardId\":\"3701017200654013\",\"codeInfo\":\"操作成功\",\"fee\":0,\"msgId\":\"37016433012026051407002611\",\"spare5\":\"100\",\"holidayState\":0,\"spare1\":\"000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000\",\"vId\":\"3701643301202605140700011267\",\"specialType\":\"\",\"mediaNo\":\"3701017200654013\",\"enTime\":\"2026-05-14T07:00:01\",\"tradeId\":\"G001537005003010100102026051407000116\",\"revceiveTime\":\"2026-05-14T07:00:01\"}","statusCode":0,"errorMsg":"入口交易完成"}
[2026-05-14 07:00:03.635] [37016433] [INFO] [系统信息|服务信息] |服务正常:18.1.1.1
[2026-05-14 07:00:14.098] [37016433] [INFO] [L3701643301T20260514070001736R18324] [数据交互|收到MTC前端服务数据] |MTC交易确认请求: {"filename":"LS_MTC_CONFIRM_REQ_3701643301_REQ_20260514070013872.json","bizContent":"{\"CPUTerminalTransNo\":\"\",\"algorithmIdentifier\":0,\"appointId\":\"\",\"buyerId\":\"\",\"cardBalance\":\"\",\"cardCost\":0,\"etcPayType\":0,\"freeType\":0,\"invoiceNo\":\"\",\"invoiceStatus\":0,\"laneSpInfo\":\"\",\"laneTransTime\":2923,\"laneType\":1,\"msgId\":\"37016433012026051407002612\",\"payNo\":\"\",\"payType\":0,\"psamId\":\"\",\"psamTerminalNo\":\"\",\"psamTerminalTransNo\":\"\",\"shiftNo\":4,\"specialType\":\"\",\"station\":0,\"tac\":\"\",\"tollLaneHex\":\"3701643301\",\"tradeId\":\"G001537005003010100102026051407000116\",\"tradeStatus\":1,\"transFee\":0,\"transOrderNum\":\"\",\"transTime\":\"\",\"userId\":\"500302051\",\"vId\":\"3701643301202605140700011267\",\"vehicleId\":\"鲁BC79Y9_0\"}\n","sign":"cvicse","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T07:00:13"}
[2026-05-14 07:00:14.102] [37016433] [INFO] [L3701643301T20260514070001736R18324] [3701017200654013] [处理流程|有效性判断] |鲁BC79Y9_0已完成小班汇总,班次为G0015370050030101001020260514061159500302051
[2026-05-14 07:00:14.102] [37016433] [INFO] [L0000000000T20260423154157870R00002] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643301/Push/Cvicse/SummaryData】：{"badInvNum":0,"cashIndemnity":0,"cpcCnt":8,"curHolidayMotorCadeVcnt":0,"curMotorCadeVcnt":0,"damCardCnt":0,"endTime":"2026-05-14 12:00:00","etcCardCnt":8,"etcFee":0,"inductCnt":16,"invEndNo":"0","invNum":0,"invStartNo":"1","laneId":"01","laneStatus":"1","msgId":"37016433012026051407195078","operId":"500302051","operName":"孙怡雪","papCnt":0,"pushTime":"2026-05-14T07:00:14","shiftCode":4,"shiftName":"第一班","shiftTime":"2026-05-14 12:00:00","startTime":"2026-05-14 06:11:59","thirdIndemnity":0,"thirdPayFee":0,"totalHolidayMotorCadeVCnt":0,"totalMotorCadeVCnt":0,"totalPayFee":0,"vCnt":16,"workDate":"2026-05-14 00:00:00"}
[2026-05-14 07:00:14.102] [37016433] [ERROR] [L3701643301T20260514070001736R18324] [数据交互|发送消息服务数据] |MQTT加密前数据[E/37/035/035/37016433/3701643301/Push/StationTransData]：{"discountfee":null,"enTollStationName":"山东王台站","fee":null,"feeVehicleId":"鲁BC79Y9_0","feeVehicleType":1,"isEtcFlag":0,"msgId":"37016433012026051407195079","payFee":null,"payType":null,"sendTime":"2026-05-14T07:00:14","spare1":null,"spare2":null,"spare3":null,"specialType":null,"tollLaneHex":"3701643301","tradeId":"G001537005003010100102026051407000116","transStatus":0,"transTime":"2026-05-14T07:00:01"}
[2026-05-14 07:00:14.102] [37016433] [INFO] [L0000000000T20260423154157870R00002] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643301/Push/StationTransData】：d5LPbBwA4BXvcAPAIGpr+5afS6hsugzLAarPZyl5qkwMmuFiVA77Q3ty2s+HwMu30KsRMRyCuZ0RjtkD2m++Q1KaNwZ7bz8XNKmF7rU9yaenJRSPFIMlT3UgsDtqjf7IwCKfpWIqaQBJnrVorTdHp7k/k5wVbwFmThJFJItxH56nMUb/n/9uhr8FS4FRX+vFKqDlRWLyjQElJGCP5iG+JOMiN7V7KbzCVQ/rAMQIX57EkW/N2qcVI42jyf+RyjQkH2dp57+867LxF8IHab/Cq3aMPEMASayak4i86b2DMOn5MIgAy8tCrPrH00wSiaorkwL28QqQ5t6tz8HmW1bhqYtEdZP8Uth5pPVPpdK54d/UISoHSu2EehnA4kwqn+i/25OKjAV/AuKWB83VaXQfA+65ITrtZ0g4Jmlpi3zT3K4/8Gt7CuoQTCPi5NwchjSrHeqUXvaLuEKfTcS2nEZiZImfriRln2yEZosTPCkCN6Xw8uhgjOKjyCPjl2cKYB1vSvjI3dGEFRDF+UH+eiYGt1hhMUGc5H80pimDen9sO/U3fMBI6yFS3BIMaE9qKAHru8jntswb5j76ivO4lBKqfw==
