[2026-05-14 15:00:00.083] [37016433] [INFO] [L3701643301T20260514145959925R18853] [数据交互|发送名单服务数据] |车型库信息校验, 调用车型信息查询接口, 获取车型信息, 响应内容: {"msg":"查询结果为空","code":201}
[2026-05-14 15:00:01.265] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [处理流程|车辆交易数据处理] |CPC入口交易--解析交易报文开始
[2026-05-14 15:00:01.265] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [CPC卡信息|系统信息] |CPC系统信息(MF/EF01): CPC卡发行方标识:广西45010001, CPC卡ID:4501016300011114, 版本号:01, 合同签署日期:20191208, 合同过期日期:20291208
[2026-05-14 15:00:01.265] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [CPC卡信息|基本信息] |CPC基本信息(MF/EF02): CPC卡电量信息:100, 5.8GHz工作状态:01
[2026-05-14 15:00:01.265] [37016433] [INFO] [L3701643302T20260514150001264R18854] [数据交互|发送名单服务数据] |查询参数版本信息 请求：{"filename":"BASIC_PARAM_VERSIONQUERY_REQ_3701643302_20260514150001265.json","sign":"NONE","bizContent":{"msgId":"37016433022026051415200662"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T15:00:01"}
[2026-05-14 15:00:01.269] [37016433] [INFO] [L3701643302T20260514150001264R18854] [数据交互|收到名单服务数据] |查询参数版本信息 响应：{"filename":"BASIC_PARAM_VERSIONQUERY_RES_3701643302_20260514150001272.json","bizContent":"{\"holidayVersion\":\"26012301_2026-01-23T00:00:00\",\"code\":0,\"gbCardBListVersion\":\"76051401_2026-05-14T12:00:02\",\"areaCodeVersion\":\"21011401_2021-01-11T00:00:00\",\"codeInfo\":\"查询成功有记录\",\"orgCodeVersion\":\"26040701_2026-04-24T00:00:00\",\"msgId\":\"37016433022026051415200662\",\"operVersion\":\"26040301_1900-01-01T00:00:00\",\"gantryVersion\":\"26040701_2026-04-24T00:00:00\",\"greylistVersion\":\"70514060_2026-05-14T14:45:06\",\"underRelationVersion\":\"26040701_2026-04-24T00:00:00\",\"SpfuncVersion\":\"26012301_2026-01-23T00:00:00\",\"basicInfoVersion\":\"20260514_2026-05-14T01:00:23\",\"spfuncVersion\":\"26012301_2026-01-23T00:00:00\",\"gbCardBListCreVersion\":\"70514154_2026-05-14T14:55:28\",\"gbAllPathVersion\":\"26050902_2026-05-09T00:00:00|26051501_2026-05-15T00:00:00\",\"publishVersion\":\"24120601_1900-01-01T00:00:00\",\"sysParaVersion\":\"24120601_1900-01-01T00:00:00\",\"gbVBListVersion\":\"26051460_2026-05-14T14:45:28\",\"emergencyAppointVersion\":\"26051460_2026-05-14T14:45:28\",\"receiveTime\":\"2026-05-14 15:00:01.272\",\"shortPathVersion\":\"26040701_2026-04-24T00:00:00\",\"shiftVersion\":\"10061502_2010-06-15T15:30:11\",\"heavyTransVersion\":\"26051426_2026-05-14T14:45:28\",\"greenTrafficVersion\":\"26051457_2026-05-14T14:45:28\",\"vgListVersion\":\"66000800_2026-05-13T00:00:00|66000800_2026-05-13T00:00:00\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 15:00:01.318] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [处理流程|有效性判断] |查询到入口流水0条
[2026-05-14 15:00:01.318] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [处理流程|有效性判断] |未查询到本车辆入口流水，可继续交易
[2026-05-14 15:00:01.318] [37016433] [INFO] [L3701643302T20260514150001264R18854] [数据交互|发送名单服务数据] |查询参数组织编码orgcode以获取机构名称, 请求内容: {"filename":"BASIC_ORG_LIST_REQ_3701643302_20260514150001318.json","auth":"cvicse","bizContent":"{\"orgType\":1,\"auth\":\"cvicse\",\"orgCode\":\"500303\",\"msgId\":\"37016433022026051415200664\"}","sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T15:00:01"}
[2026-05-14 15:00:01.321] [37016433] [INFO] [L3701643302T20260514150001264R18854] [数据交互|收到名单服务数据] |查询参数组织编码orgcode以获取机构名称, 响应内容: {"filename":"BASIC_ORG_LIST_RES_3701643302_20260514150001323.json","bizContent":"{\"orgtype\":1,\"ver\":\"26040701\",\"unifiedType\":null,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"msgId\":\"37016433022026051415200664\",\"bl_road\":\"23\",\"orgid\":\"500303\",\"receiveTime\":\"2026-05-14 15:00:01.323\",\"paraCode\":\"1\",\"orgname\":\"王台\",\"bl_area\":\"0200\",\"blCenter\":\"50\",\"verUseTime\":\"2026-04-24 00:00:00\",\"orgfullname\":\"王台收费站\",\"blSubCenter\":\"5003\",\"bl_owner\":-1}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 15:00:01.322] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [处理流程|有效性判断] |入口交易请求--调用校验开始
[2026-05-14 15:00:01.322] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [处理流程|有效性判断] |鲁BU203R**CPC卡电量: 100
[2026-05-14 15:00:01.322] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [处理流程|有效性判断] |卡发行方编号: 45
[2026-05-14 15:00:01.322] [37016433] [INFO] [L3701643302T20260514150001264R18854] [数据交互|发送名单服务数据] |CPC卡发行方校验: 查询参数获取全部发行方信息, 请求内容: {"filename":"ISSUER_LIST_REQ_3701643302_20260514150001322.json","auth":"cvicse","bizContent":"{\"netNo\":\"\",\"msgId\":\"37016433022026051415200665\"}","sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T15:00:01"}
[2026-05-14 15:00:01.327] [37016433] [INFO] [L3701643302T20260514150001264R18854] [数据交互|收到名单服务数据] |CPC卡发行方校验: 查询参数获取全部发行方信息, 数据量过大, 暂不打印
[2026-05-14 15:00:01.327] [37016433] [INFO] [L3701643302T20260514150001264R18854] [数据交互|发送名单服务数据] |名单校验, 查询参数获取全国名单查询结果, 请求内容: {"filename":"BASIC_LIST_QUERY_REQ_3701643302_20260514150001327.json","auth":"cvicse","bizContent":"{\"msgId\":\"37016433022026051415200666\",\"info\":[{\"vehicleId\":\"鲁BU203R_0\",\"queryType\":2},{\"vehicleId\":\"鲁BU203R_0\",\"queryType\":4},{\"vehicleId\":\"鲁BU203R_0\",\"queryType\":5},{\"vehicleId\":\"鲁BU203R_0\",\"queryType\":6},{\"laneType\":7,\"vehicleId\":\"鲁BU203R_0\",\"queryType\":7}]}","sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T15:00:01"}
[2026-05-14 15:00:01.332] [37016433] [INFO] [L3701643302T20260514150001264R18854] [数据交互|收到名单服务数据] |名单校验, 查询参数获取全国名单查询结果, 响应内容: {"filename":"BASIC_LIST_QUERY_RES_3701643302_20260514150001333.json","bizContent":"{\"receiveTime\":\"2026-05-14T15:00:01.333\",\"code\":\"1\",\"codeInfo\":\"无记录\",\"msgId\":\"37016433022026051415200666\",\"info\":[{\"queryType\":2,\"status\":0},{\"queryType\":4,\"status\":0},{\"queryType\":5,\"status\":0},{\"queryType\":6,\"status\":0},{\"queryType\":7,\"status\":0}]}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 15:00:01.332] [37016433] [INFO] [L3701643302T20260514150001264R18854] [数据交互|收到名单服务数据] |名单校验, 查询参数获取全国名单查询结果, 未查询到名单数据
[2026-05-14 15:00:01.332] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [处理流程|有效性判断] |鲁BU203R**名单校验开始
[2026-05-14 15:00:01.332] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [处理流程|有效性判断] |鲁BU203R**名单校验结束
[2026-05-14 15:00:01.332] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [处理流程|有效性判断] |车型库信息校验, 前台填写车型: 1, 前台填写轴数: 2
[2026-05-14 15:00:01.332] [37016433] [INFO] [L3701643302T20260514150001264R18854] [数据交互|发送名单服务数据] |车型库信息校验, 调用车型信息查询接口, 获取车型信息, 请求内容: {"laneType":3,"laneId":"02","vehiclePlate":"鲁BU203R_0","tollStationId":"G0015370050030","tollLaneId":"G00153700500301010020"}
[2026-05-14 15:00:01.445] [37016433] [INFO] [L3701643302T20260514150001264R18854] [数据交互|发送名单服务数据] |车型库信息校验, 调用车型信息查询接口, 获取车型信息, 响应内容: {"msg":"成功","code":200,"data":{"id":"1504498528678297600","vehicleType":1,"vehicleTypeConfidenceLevel":1,"vehicleClass":0,"vehicleClassConfidenceLevel":1,"vehicleTypeStatInfo":"1_30","vehicleClassStatInfo":"0_30","lastVehicleType":"1_30","lastVehicleClass":"0_30","hasEtc":1,"cpuCardId":"37011901230121953183","obuMAC":"3701452056633283","etcVehicleType":1,"etcAxleCount":0,"etcVehicleSeat":5,"vaoVehicleType":1,"vaoAxleCount":2,"vaoVehicleSeat":5,"vaoLoadCapacity":0}}
[2026-05-14 15:00:01.446] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [处理流程|有效性判断] |车型库信息校验, 前台车型: 1, 车型库车型: 1
[2026-05-14 15:00:01.446] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [处理流程|有效性判断] |鲁BU203R_0校验完成---
[2026-05-14 15:00:01.446] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [处理流程|有效性判断] |入口交易请求--调用校验结束，校验响应结果: {"validFlag":true}
[2026-05-14 15:00:01.446] [37016433] [INFO] [L3701643302T20260514150001264R18854] [数据交互|发送名单服务数据] |节假日免费时段参数查询, 请求内容: {"filename":"FREE_TIME_LIST_REQ_3701643302_20260514150001446.json","auth":"cvicse","bizContent":"{\"msgId\":\"37016433022026051415200667\"}","sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T15:00:01"}
[2026-05-14 15:00:01.449] [37016433] [INFO] [L3701643302T20260514150001264R18854] [数据交互|收到名单服务数据] |节假日免费时段参数查询, 响应内容: {"filename":"FREE_TIME_LIST_RES_3701643302_20260514150001451.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"freeTime\":[{\"spare4\":\"81\",\"spare3\":\"1\",\"beginTime\":\"2026-02-15T00:00:00\",\"endTime\":\"2026-02-24T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"春节\"},{\"spare4\":\"82\",\"spare3\":\"1\",\"beginTime\":\"2026-04-04T00:00:00\",\"endTime\":\"2026-04-07T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"清明节\"},{\"spare4\":\"83\",\"spare3\":\"1\",\"beginTime\":\"2026-05-01T00:00:00\",\"endTime\":\"2026-05-06T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"劳动节\"},{\"spare4\":\"84\",\"spare3\":\"1\",\"beginTime\":\"2026-10-01T00:00:00\",\"endTime\":\"2026-10-08T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"国庆节\"}],\"receiveTime\":\"2026-05-14T15:00:01.451\",\"msgId\":\"37016433022026051415200667\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 15:00:01.449] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [数据交互|发送计费服务数据] |调用入口计费服务开始, 计费请求: {"filename":"BASIC_FEE_ENCALC_REQ_3701643302_20260514150001449.json","auth":"cvicse","bizContent":"{\"cPUNetID\":\"0\",\"cPUcardType\":0,\"curPassTime\":\"2026-05-14T15:00:01\",\"curTollGantry\":\"G001537005000910010\",\"enAxleCount\":2,\"enTollStationHex\":\"37016433\",\"enVehicleType\":1,\"issuerId\":\"0\",\"laneType\":1,\"mediaType\":2,\"msgId\":\"37016433022026051415200663\",\"obuPermittedTowWeight\":0,\"spare4\":\"02\",\"totalWeight\":0,\"vehicleClass\":0,\"vehicleId\":\"鲁BU203R_0\",\"vehicleSign\":255,\"vehicleUserType\":0}","sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T15:00:01"}
[2026-05-14 15:00:01.453] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [数据交互|收到计费服务数据] |调用入口计费服务结束，计费响应: {"statusCode":0,"errorMsg":"响应成功","sign":"NONE","bizContent":"{\"calCostTime\":0,\"code\":\"0\",\"codeInfo\":\"计费成功\",\"discountFee\":0,\"discountFeeGroup\":\"0\",\"feeCalcSpecials\":\"0\",\"feeGroup\":\"0\",\"feeInfo1\":\"G:G001537005000910010|T:2026-05-14T15:00:01|ES:37016433|ET:2026-05-14T15:00:01|LG:000000|LT:2026-05-14T15:00:01|TT:2|PH:C2B342553230335200000000|PC:0|VT:1|EVT:1|EAC:2|TW:0|VSF:255|BH:|PSL:0|RSL:0|VC:0|MV:20241216006|PV:20260509002|vc:0|vt:1|ac:2|ad:0|R:0,201,0=,0:0 ECODE:0x40000\",\"feeInfo2\":\"0\",\"feeInfo3\":\"3C730C\",\"feeLogMsg\":null,\"feeMileage\":0,\"feeProvSumLocal\":0,\"feeSpare1\":0,\"feeSpare2\":0,\"feeSpare3\":\"\",\"feeVehicleType\":1,\"fitProvFlag\":0,\"gantryPassHexFit\":\"\",\"gantryPassNumFit\":0,\"msgId\":\"37016433022026051415200663\",\"paramVersion\":\"3720260509002\",\"pathFitFlag\":0,\"payFee\":0,\"payFeeGroup\":\"0\",\"provMinFee\":\"\",\"rateVersion\":\"3720260509002|3720260509002\",\"realFee\":0,\"receiveTime\":\"2026-05-14T15:00:01\",\"spcRateVersion\":\"000000\",\"tollIntervalIDs\":\"G001537005000910\"}","filename":"BASIC_FEE_ENCALC_RES_3701643302_20260514150001454.json"}
[2026-05-14 15:00:01.455] [37016433] [INFO] [L3701643302T20260514150001264R18854] [4501016300011114] [处理流程|交易结果] |入口发卡--交易完成
